client_id,path,sentence,up_votes,down_votes,age,gender,accents,locale,segment,length
4,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21413575.mp3,"""Stel ôfdrukgebiet yn op folgjende fjirtjin.""",2,0,sixties,male,unknown,fy-NL,unknown,4.896
8,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21689497.mp3,"""Troch de drûchte fan ôfrûne simmer binne de parren oan de lytse kant.""",2,1,sixties,female,unknown,fy-NL,unknown,5.736
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21540591.mp3,"""Al tweintich jier wachtsje ik op in echt geskikte en betelbere elektryske auto.""",2,0,sixties,female,unknown,fy-NL,unknown,8.784
13,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21468852.mp3,"""Foarige stjoerder.""",2,0,sixties,male,unknown,fy-NL,unknown,2.976
1,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21413785.mp3,"""By twa moarnsbesiten hawwe wy in tal gewoane lytse flearmûzen waarnommen.""",2,0,sixties,male,unknown,fy-NL,unknown,8.496
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21441279.mp3,"""Hy is keunstskilder.""",2,0,sixties,female,unknown,fy-NL,unknown,3.576
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21557170.mp3,"""De sjonger is net lokkich, mar hy yt der goed fan.""",2,0,sixties,female,unknown,fy-NL,unknown,5.736
8,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21689614.mp3,"""As der wat barre moat, steane je faak foaroan.""",2,0,sixties,female,unknown,fy-NL,unknown,5.016
2,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_27012347.mp3,"""It oandiel fan it bedriuwslibben yn it ynsammeljen fan húshâldlik ôffal nimt hieltyd ta.""",2,0,sixties,male,unknown,fy-NL,unknown,7.776
7,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_28341389.mp3,"""Nee, it is fuortby.""",2,0,seventies,male,unknown,fy-NL,unknown,3.816
4,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21413557.mp3,"""Dat hingje ik net oan 'e grutte klok.""",2,0,sixties,male,unknown,fy-NL,unknown,5.184
6,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_28447795.mp3,"""De bank is aktyf yn it finansierjen fan duorsum belizzingsfêstguod.""",2,0,sixties,female,unknown,fy-NL,unknown,6.228
7,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_28343744.mp3,"""Op dit stuit wurdt ûndersocht oft in referindum oer dit ûnderwerp juridysk mooglik is.""",2,0,seventies,male,unknown,fy-NL,unknown,7.956
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_23841435.mp3,"""Dat is fan minder belang.""",2,0,sixties,female,unknown,fy-NL,unknown,4.0751020408163265
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21540588.mp3,"""De posysje fan 'e abbekaat stiet ûnder druk.""",2,0,sixties,female,unknown,fy-NL,unknown,4.824
12,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21445756.mp3,"""Saterdeitemoarn foar in wike soene wy inoar treffe, mar hy belle ôf.""",2,0,sixties,female,unknown,fy-NL,unknown,5.736
5,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_BandStopFilter_audio/b_common_voice_fy-NL_21466472.mp3,"""No moandei soe wolris yn it teken fan in grutte waarsomslach stean kinne.""",2,0,sixties,female,unknown,fy-NL,unknown,7.176
2,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_27012345.mp3,"""De ferhierder is der al ferskate kearen oer oanskreaun.""",2,0,sixties,male,unknown,fy-NL,unknown,5.652
10,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_28395814.mp3,"""Dat boek haw ik wer teplak set yn 'e kast.""",2,0,sixties,female,unknown,fy-NL,unknown,4.932
10,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_28395768.mp3,"""By de begraffenis hie er stimmige swarte klean oan.""",2,0,sixties,female,unknown,fy-NL,unknown,5.184
1,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21413776.mp3,"""Ja, wy hawwe de Skimmelrider sjoen.""",2,0,sixties,male,unknown,fy-NL,unknown,4.656
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21540577.mp3,"""Hy hat trije jier útsitten fan de tolve dêr't er ta feroardiele is.""",2,0,sixties,female,unknown,fy-NL,unknown,6.576
8,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21689559.mp3,"""Nei iten kinst yn ús bar terjochte foar in lekker kopke kofje.""",2,0,sixties,female,unknown,fy-NL,unknown,6.264
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21540575.mp3,"""Sa'n fiifhûndert minsken hawwe ferklearre dat se it meunster sjoen hiene.""",2,0,sixties,female,unknown,fy-NL,unknown,7.104
4,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21413375.mp3,"""Tiisdeitemoarn sil de tydlike fytsbrêge net yn gebrûk wêze.""",2,0,sixties,male,unknown,fy-NL,unknown,5.736
7,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_28342811.mp3,"""Ik wol net de kâns rinne dat ik har mem oan 'e line krij.""",2,0,seventies,male,unknown,fy-NL,unknown,4.5
17,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21709462.mp3,"""Dat hele tsjerkhôf is hjir yn de mar ferdwûn.""",2,0,sixties,female,unknown,fy-NL,unknown,5.304
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21502024.mp3,"""Lege skuon stypje de ankels minder as hege.""",2,0,sixties,female,unknown,fy-NL,unknown,5.616
13,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21470028.mp3,"""Hja woe my de hân lêze.""",2,0,sixties,male,unknown,fy-NL,unknown,3.528
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_23787010.mp3,"""Hy die mei oan in fersetsaksje en foel yn hannen fan de polysje.""",2,0,sixties,female,unknown,fy-NL,unknown,6.295510204081633
3,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_36065681.mp3,"""Der keamer koe tsjinje as pronkkeamer, skriuwkeamer of as bêste sliepkeamer.""",3,0,sixties,female,unknown,fy-NL,unknown,6.66
16,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_30449279.mp3,"""Som fan de wearden rjochts.""",2,0,sixties,female,unknown,fy-NL,unknown,3.96
21,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_23216981.mp3,"""Dêr stie ik dan yn myn wite nachtklean en op bleate fuotten.""",2,0,sixties,female,unknown,fy-NL,unknown,5.184
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_23787055.mp3,"""Ik kin de sjuery goed begripe.""",2,0,sixties,female,unknown,fy-NL,unknown,3.944489795918367
0,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_24676114.mp3,"""Belje de neiste supermerk.""",2,0,sixties,female,unknown,fy-NL,unknown,3.42
21,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_24129723.mp3,"""Foar- en tsjinstanners reagearje fûl op de boykot.""",2,0,sixties,female,unknown,fy-NL,unknown,5.328
5,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21516109.mp3,"""By it fallen fan 'e nacht setten se har tinten op.""",2,1,sixties,female,unknown,fy-NL,unknown,4.464
6,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_28447795.mp3,"""De bank is aktyf yn it finansierjen fan duorsum belizzingsfêstguod.""",2,0,sixties,female,unknown,fy-NL,unknown,6.228
0,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_24676147.mp3,"""Nei fjouwer jier waard de mûne wer bûten wurking steld.""",2,0,sixties,female,unknown,fy-NL,unknown,5.436
4,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21413575.mp3,"""Stel ôfdrukgebiet yn op folgjende fjirtjin.""",2,0,sixties,male,unknown,fy-NL,unknown,4.896
1,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21411942.mp3,"""Freed is offisjeel úteinset mei de grutte ûnderhâldsbeurt fan it natuergebiet.""",2,0,sixties,male,unknown,fy-NL,unknown,6.816
7,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_28341107.mp3,"""Wat de natoer oangiet, is it in grutte ferearming.""",2,0,seventies,male,unknown,fy-NL,unknown,5.04
19,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_24680834.mp3,"""Hy wennet no al wer jierren yn Kimswert.""",2,0,sixties,female,unknown,fy-NL,unknown,4.284
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_23802654.mp3,"""Ik sit hjir al in oere te wachtsjen.""",2,0,sixties,female,unknown,fy-NL,unknown,3.709387755102041
0,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_24676099.mp3,"""Nei't se in hiel skoft riden ha, komme se by in doarp.""",2,0,sixties,female,unknown,fy-NL,unknown,4.896
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_23841450.mp3,"""Wikselje nei it foarige finster.""",2,0,sixties,female,unknown,fy-NL,unknown,5.093877551020408
1,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21463051.mp3,"""In wiete winter makket faak mear slachtoffers as in kâldenien.""",2,0,sixties,male,unknown,fy-NL,unknown,6.696
19,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_24662682.mp3,"""Men moat nea te beroerd wêze om in hantaast te dwaan.""",2,0,sixties,female,unknown,fy-NL,unknown,4.536
6,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_28447455.mp3,"""Sy moast behannele wurde troch ambulânsepersoniel.""",3,0,sixties,female,unknown,fy-NL,unknown,4.68
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_23800377.mp3,"""Freegje wat de oanbieding fan 'e dei is.""",2,0,sixties,female,unknown,fy-NL,unknown,4.0751020408163265
5,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21516148.mp3,"""It programma bestiet út twa parten: moarns in ekskurzje en middeis in seminar.""",2,0,sixties,female,unknown,fy-NL,unknown,7.176
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_23788150.mp3,"""Der binne mei-inoar in pear hûndert wurden dy't in oare stavering krigen hawwe.""",2,1,sixties,female,unknown,fy-NL,unknown,7.2359183673469385
4,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21413376.mp3,"""Nei in oerke winkels sjen gongen myn freondinne en ik lekker oan 'e kofje.""",2,0,sixties,male,unknown,fy-NL,unknown,7.056
8,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21431097.mp3,"""It is goed om by in jubileum werom te sjen.""",2,0,sixties,female,unknown,fy-NL,unknown,4.584
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21540582.mp3,"""Spitigernôch woene de oaren net meiwurkje oan de reüny.""",2,0,sixties,female,unknown,fy-NL,unknown,5.784
8,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21689614.mp3,"""As der wat barre moat, steane je faak foaroan.""",2,0,sixties,female,unknown,fy-NL,unknown,5.016
9,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21479886.mp3,"""Sa'n tritich húshâldens sieten sûnder wetter troch in lek yn de wetterlieding.""",2,0,sixties,female,unknown,fy-NL,unknown,6.024
13,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21466205.mp3,"""Wat soe fan him wurden wêze sûnder Ellen?""",2,0,sixties,male,unknown,fy-NL,unknown,5.328
9,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21479692.mp3,"""It wetterskip wol in suveringsynstallaasje oanlizze.""",2,0,sixties,female,unknown,fy-NL,unknown,6.024
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21495742.mp3,"""By it kontrôlepunt stiet in plysje.""",2,0,sixties,female,unknown,fy-NL,unknown,5.256
8,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21431321.mp3,"""It boerd wie swart en de sifers en letters wyt.""",2,0,sixties,female,unknown,fy-NL,unknown,5.256
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21595749.mp3,"""Myn deistich berop is kastleinske.""",2,0,sixties,female,unknown,fy-NL,unknown,3.936
19,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_24599638.mp3,"""Wy kinne net oant yn de ivichheid dwaan as blet ús de noas.""",2,0,sixties,female,unknown,fy-NL,unknown,6.84
3,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_36536059.mp3,"""Jo sille mar in frou en bern út in sinkende auto rêde.""",2,0,sixties,female,unknown,fy-NL,unknown,5.076
1,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21411939.mp3,"""Minsken mei dysleksy skriuwe wurden ferkeard of helje by it lêzen letters trochinoar.""",2,0,sixties,male,unknown,fy-NL,unknown,7.704
20,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_28361464.mp3,"""Dominy kin sa'n grutte tsjerke hast net bepreekje.""",2,0,sixties,female,unknown,fy-NL,unknown,4.068
3,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_36185581.mp3,"""Foarsten fan iuwen her lieten har leave dieren plechtich beïerdigje.""",2,0,sixties,female,unknown,fy-NL,unknown,6.84
0,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_24676146.mp3,"""Soenen wy in flesse wetter hawwe meie?""",2,0,sixties,female,unknown,fy-NL,unknown,4.248
2,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_27012394.mp3,"""Chantal komt altyd sûnder Koos want wy hawwe wurden mei him hân.""",2,0,sixties,male,unknown,fy-NL,unknown,6.3
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_23787051.mp3,"""De tydlike skoalle waard freed ynrjochte mei help fan sa'n tritich âlden.""",2,0,sixties,female,unknown,fy-NL,unknown,7.288163265306123
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_23881360.mp3,"""Hja wie al fyftich, mar hja seach der folle jonger út.""",2,0,sixties,female,unknown,fy-NL,unknown,5.198367346938776
5,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21516133.mp3,"""Wienen wy net thús?""",2,0,sixties,female,unknown,fy-NL,unknown,4.056
0,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_24676110.mp3,"""It gers wurdt oanfretten en it lân fan de boeren sit fol gatten.""",2,1,sixties,female,unknown,fy-NL,unknown,6.336
0,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_24676090.mp3,"""Dit hout mei net yn kontakt komme mei de grûn.""",2,0,sixties,female,unknown,fy-NL,unknown,5.148
2,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_28351456.mp3,"""Hjir is dúdlik sprake fan in ûnhâldbere situaasje.""",2,0,sixties,male,unknown,fy-NL,unknown,5.652
17,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21634366.mp3,"""Om achttjin hûndert hinne wie hjir folle mear lân.""",2,0,sixties,female,unknown,fy-NL,unknown,5.136
21,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_22979908.mp3,"""Hy is al in pear dagen net op skoalle kaam.""",2,0,sixties,female,unknown,fy-NL,unknown,3.984
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21540592.mp3,"""Bist no hielendal gek wurden?""",2,0,sixties,female,unknown,fy-NL,unknown,4.056
17,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_GaussianNoise_audio/g_common_voice_fy-NL_21642223.mp3,"""Haw mar efkes geduld.""",2,0,sixties,female,unknown,fy-NL,unknown,3.456
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_21441279.mp3,"""Hy is keunstskilder.""",2,0,sixties,female,unknown,fy-NL,unknown,3.576
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_23853178.mp3,"""De polysje nimt de saak heech op en praat fan besykjen ta deaslach.""",2,0,sixties,female,unknown,fy-NL,unknown,6.6873469387755105
3,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_36065925.mp3,"""Undertiteling út.""",2,0,sixties,female,unknown,fy-NL,unknown,2.304
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_21540592.mp3,"""Bist no hielendal gek wurden?""",2,0,sixties,female,unknown,fy-NL,unknown,4.056
5,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_21516125.mp3,"""We freegje ús wol ôf hoe't men dat berikke wol.""",2,1,sixties,female,unknown,fy-NL,unknown,5.064
9,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_21481211.mp3,"""Hja hawwe har aksjepunten helder beskreaun yn it ferkiezingsprogramma.""",2,0,sixties,female,unknown,fy-NL,unknown,6.384
21,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_24129691.mp3,"""Dit suksesfolle pear dûnse it hiele wedstriidseizoen in soad prizen byinoar.""",2,0,sixties,female,unknown,fy-NL,unknown,7.668
5,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_21516134.mp3,"""Hy freget nei de bekende wei.""",2,0,sixties,female,unknown,fy-NL,unknown,4.464
6,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_28447431.mp3,"""Skoaldokters en learkrêften leare hoe't se hannelje moatte at se bernemishanneling tsjinkomme.""",2,0,sixties,female,unknown,fy-NL,unknown,7.128
4,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_21413575.mp3,"""Stel ôfdrukgebiet yn op folgjende fjirtjin.""",2,0,sixties,male,unknown,fy-NL,unknown,4.896
0,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_24676085.mp3,"""De gaazjes wienen op amateurbasis.""",2,0,sixties,female,unknown,fy-NL,unknown,3.96
7,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_28341107.mp3,"""Wat de natoer oangiet, is it in grutte ferearming.""",2,0,seventies,male,unknown,fy-NL,unknown,5.04
5,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_21516135.mp3,"""Grutte Pier begûn syn striid nei't syn pleats yn 'e brân stutsen waard.""",2,0,sixties,female,unknown,fy-NL,unknown,6.456
7,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_28341904.mp3,"""Doe bin ik by beppe kommen.""",2,0,seventies,male,unknown,fy-NL,unknown,3.96
15,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_21515636.mp3,"""Ik hearde dat se binnendoar omskarrele.""",2,0,sixties,female,unknown,fy-NL,unknown,4.056
1,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_21413781.mp3,"""O, gelokkich.""",2,0,sixties,male,unknown,fy-NL,unknown,2.496
8,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_21689597.mp3,"""De optredens fariearje fan it begelieden fan in tsjerketsjinst oant in programma yn fersoargingshuzen.""",2,0,sixties,female,unknown,fy-NL,unknown,8.424
12,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_21435213.mp3,"""Hja hat niget oan wiskunde en technyk.""",2,0,sixties,female,unknown,fy-NL,unknown,4.752
2,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_27012379.mp3,"""Sa'n bytsje ite hâldst net lang fol.""",2,0,sixties,male,unknown,fy-NL,unknown,4.248
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_23787139.mp3,"""Klik op ôfbylding.""",2,0,sixties,female,unknown,fy-NL,unknown,3.6048979591836736
8,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_21689674.mp3,"""It earste datst dwaan moatten hiest, is nei de faam ta gean.""",2,0,sixties,female,unknown,fy-NL,unknown,5.664
14,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_23800449.mp3,"""Justerjûn hawwe de bern in jûnskuier makke yn it tsjuster.""",2,0,sixties,female,unknown,fy-NL,unknown,5.851428571428571
1,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_21411928.mp3,"""Der is in oare kant oan it ekonomysk suksesferhaal.""",2,0,sixties,male,unknown,fy-NL,unknown,5.304
3,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_36536059.mp3,"""Jo sille mar in frou en bern út in sinkende auto rêde.""",2,0,sixties,female,unknown,fy-NL,unknown,5.076
4,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_21413528.mp3,"""De begrutting moat op syn lêst moarn goedkard wêze.""",2,0,sixties,male,unknown,fy-NL,unknown,5.856
12,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_21445756.mp3,"""Saterdeitemoarn foar in wike soene wy inoar treffe, mar hy belle ôf.""",2,0,sixties,female,unknown,fy-NL,unknown,5.736
10,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_28395768.mp3,"""By de begraffenis hie er stimmige swarte klean oan.""",2,0,sixties,female,unknown,fy-NL,unknown,5.184
2,/scratch/s5130867/cv-corpus-13.0-2023-03-09/fy-NL/augmented_PolarityInversion_audio/PI_common_voice_fy-NL_27012394.mp3,"""Chantal komt altyd sûnder Koos want wy hawwe wurden mei him hân.""",2,0,sixties,male,unknown,fy-NL,unknown,6.3
